id,user,claim,label,sandbox,oracle,flag,condition,created_at,updated_at,deleted,note,claim_text,claim_deleted
1319,29,61,REFUTES,"0","0","0",,1607420952,1630573612,1,,V Polsku se promítal film The Devil.,"0"
59,74,63,REFUTES,"0","0","0",,1606306168,1606306168,"0",,Andrzej Žulawski zemřel ve věku 53 let.,"0"
912,72,63,REFUTES,"0","0","0",,1607357457,1607357457,"0",,Andrzej Žulawski zemřel ve věku 53 let.,"0"
392,22,67,REFUTES,"0","0","0",,1606936194,1606936194,"0",,Žulawski je slovenský režisér.,"0"
1519,48,67,REFUTES,"0","0","0",,1607449273,1607449273,"0",,Žulawski je slovenský režisér.,"0"
64,74,69,REFUTES,"0","0","0",Lvov je město na Ukrajině.,1606306560,1613115776,1,,Andrzej Žulawski se narodil v Rakousku.,"0"
239,67,69,REFUTES,"0","0","0",,1606663844,1606663844,"0",,Andrzej Žulawski se narodil v Rakousku.,"0"
163,59,71,REFUTES,"0","0","0",,1606412979,1606412979,"0",,Andrzej Zulawski utrpěl infarkt.,"0"
231,67,71,REFUTES,"0","0","0",,1606662722,1606662722,"0",,Andrzej Zulawski utrpěl infarkt.,"0"
1325,36,71,REFUTES,"0","0","0",,1607421090,1607421090,"0",,Andrzej Zulawski utrpěl infarkt.,"0"
66,74,79,NOT ENOUGH INFO,"0","0","0",,1606306626,1613114287,1,,Ve druhé polovině roku 2008 se v Praze uskutečnilo téměř 7 000 demonstrací.,"0"
155,59,79,SUPPORTS,"0","0","0",,1606412277,1606412277,"0",,Ve druhé polovině roku 2008 se v Praze uskutečnilo téměř 7 000 demonstrací.,"0"
452,38,82,REFUTES,"0","0","0",,1607000992,1613656038,1,,Za rok 2008 bylo v Praze asi 8.000 protestních shromáždění.,"0"
1193,33,82,NOT ENOUGH INFO,"0","0","0",,1607395419,1607395419,"0",,Za rok 2008 bylo v Praze asi 8.000 protestních shromáždění.,"0"
716,9,87,SUPPORTS,"0","0","0",,1607203622,1607203622,"0",,Jaroslav Kaczyński a Lech Kaczyński jsou dvojčata.,"0"
1326,29,87,SUPPORTS,"0","0","0",,1607421133,1607421133,"0",,Jaroslav Kaczyński a Lech Kaczyński jsou dvojčata.,"0"
286,50,89,NOT ENOUGH INFO,"0","0","0",,1606861524,1606861524,"0",,Jaroslav Kaczyński je starší než Lech Kaczyński.,"0"
4157,162,89,REFUTES,"0","0","0",,1616601401,1617812754,1,,Jaroslav Kaczyński je starší než Lech Kaczyński.,"0"
208,46,90,SUPPORTS,"0","0","0",,1606644270,1606644270,"0",,Jaroslav Kaczyński podporuje americké protiraketové základny v Polsku.,"0"
232,67,90,SUPPORTS,"0","0","0",,1606662764,1606662764,"0",,Jaroslav Kaczyński podporuje americké protiraketové základny v Polsku.,"0"
717,9,90,SUPPORTS,"0","0","0",,1607203774,1607203774,"0",,Jaroslav Kaczyński podporuje americké protiraketové základny v Polsku.,"0"
54,74,93,SUPPORTS,"0","0","0",,1606305736,1613114287,1,,Jaroslav Kaczyński je za umístění americké protiraketové základny v Gdansku.,"0"
113,44,93,SUPPORTS,"0","0","0",,1606388561,1613114287,1,,Jaroslav Kaczyński je za umístění americké protiraketové základny v Gdansku.,"0"
114,44,93,REFUTES,"0","0","0",,1606388638,1613114287,1,,Jaroslav Kaczyński je za umístění americké protiraketové základny v Gdansku.,"0"
169,59,93,NOT ENOUGH INFO,"0","0","0",,1606413236,1606413236,"0",,Jaroslav Kaczyński je za umístění americké protiraketové základny v Gdansku.,"0"
44,74,94,REFUTES,"0","0","0",,1606305287,1606305287,"0",,Jaroslav Kaczyński neví o umístění americké protiraketové základny v Polsku.,"0"
87,63,94,REFUTES,"0","0","0",,1606386126,1606386126,"0",,Jaroslav Kaczyński neví o umístění americké protiraketové základny v Polsku.,"0"
170,59,94,REFUTES,"0","0","0",,1606413254,1606413254,"0",,Jaroslav Kaczyński neví o umístění americké protiraketové základny v Polsku.,"0"
183,39,94,REFUTES,"0","0","0",,1606584736,1606584736,"0",,Jaroslav Kaczyński neví o umístění americké protiraketové základny v Polsku.,"0"
989,42,94,REFUTES,"0","0","0",,1607372642,1607372642,"0",,Jaroslav Kaczyński neví o umístění americké protiraketové základny v Polsku.,"0"
117,44,107,SUPPORTS,"0","0","0",,1606388710,1606388710,"0",,Prezident Salvador Allende byl usmrcen při vojenském převratu organizovaném Augusto Pinochetem.,"0"
697,14,107,SUPPORTS,"0","0","0",,1607201679,1607201679,"0",,Prezident Salvador Allende byl usmrcen při vojenském převratu organizovaném Augusto Pinochetem.,"0"
1104,61,107,SUPPORTS,"0","0","0",,1607379969,1607379969,"0",,Prezident Salvador Allende byl usmrcen při vojenském převratu organizovaném Augusto Pinochetem.,"0"
63,74,108,REFUTES,"0","0","0",,1606306507,1606306507,"0",,Prezident Salvador Allende zemřel na rakovinu.,"0"
240,67,108,REFUTES,"0","0","0",,1606663878,1606663878,"0",,Prezident Salvador Allende zemřel na rakovinu.,"0"
60,74,109,SUPPORTS,"0","0","0",,1606306311,1606306311,"0",,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl zabit prezident.","0"
95,63,109,SUPPORTS,"0","0","0",,1606386747,1606386747,"0",,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl zabit prezident.","0"
244,67,109,NOT ENOUGH INFO,"0","0","0",,1606664328,1613599793,1,,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl zabit prezident.","0"
457,38,109,REFUTES,"0","0","0",,1607001180,1613599793,1,,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl zabit prezident.","0"
1537,20,109,SUPPORTS,"0","0","0",,1607450864,1607450864,"0",,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl zabit prezident.","0"
118,44,110,REFUTES,"0","0","0",,1606388757,1606388757,"0",,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl jmenován prezidentem Salvador Allende.","0"
172,59,110,REFUTES,"0","0","0",,1606413639,1606413639,"0",,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl jmenován prezidentem Salvador Allende.","0"
315,41,110,SUPPORTS,"0","0","0",,1606909665,1613115851,1,,"Augusto Pinochet uskutečnil vojenský převrat, při kterém byl jmenován prezidentem Salvador Allende.","0"
25,7,114,NOT ENOUGH INFO,"0","0","0",,1606141776,1613114287,1,,Učená společnost existuje od roku 1994.,"0"
168,59,114,SUPPORTS,"0","0","0",,1606413205,1606413205,"0",,Učená společnost existuje od roku 1994.,"0"
1054,52,114,SUPPORTS,"0","0","0",,1607375112,1607375112,"0",,Učená společnost existuje od roku 1994.,"0"
405,55,117,REFUTES,"0","0","0",,1606947660,1606947660,"0",,Učená společnost existuje od roku 1900.,"0"
432,58,117,REFUTES,"0","0","0",,1606985788,1606985788,"0",,Učená společnost existuje od roku 1900.,"0"
749,69,117,REFUTES,"0","0","0",,1607247240,1607247240,"0",,Učená společnost existuje od roku 1900.,"0"
992,47,117,REFUTES,"0","0","0",,1607372778,1607372778,"0",,Učená společnost existuje od roku 1900.,"0"
56,74,119,NOT ENOUGH INFO,"0","0","0",,1606305951,1606305951,"0",,Učená společnost vyznamenává kadeřnice.,"0"
72,7,119,NOT ENOUGH INFO,"0","0","0",,1606311880,1606311880,"0",,Učená společnost vyznamenává kadeřnice.,"0"
1603,17,119,REFUTES,"0","0","0",,1607512852,1613599676,1,,Učená společnost vyznamenává kadeřnice.,"0"
1653,5,119,REFUTES,"0",1,"0",,1614860068,1617104689,1,,Učená společnost vyznamenává kadeřnice.,"0"
590,21,120,NOT ENOUGH INFO,"0","0","0",,1607077296,1607077296,"0",,Učená společnost hodnotí kvalitu stravování na školách.,"0"
800,28,120,REFUTES,"0","0","0",,1607290764,1613634047,1,,Učená společnost hodnotí kvalitu stravování na školách.,"0"
253,71,122,REFUTES,"0","0","0",,1606669997,1606669997,"0",,Učená společnost oceňuje pouze seniorní akademiky a vědce.,"0"
1652,5,122,REFUTES,"0",1,"0",,1614859949,1614859949,"0",,Učená společnost oceňuje pouze seniorní akademiky a vědce.,"0"
1148,57,123,REFUTES,"0","0","0",,1607386160,1607386160,"0",,Učená společnost neoceňuje studenty.,"0"
1271,24,123,REFUTES,"0","0","0",,1607417709,1607417709,"0",,Učená společnost neoceňuje studenty.,"0"
538,56,132,SUPPORTS,"0","0","0",,1607016365,1607016365,"0",,Divadlo Rokoko hrálo pohádku Astrid Lindgrenové.,"0"
1651,5,132,SUPPORTS,"0",1,"0",,1614859859,1614859859,"0",,Divadlo Rokoko hrálo pohádku Astrid Lindgrenové.,"0"
50,74,134,REFUTES,"0","0","0",,1606305513,1606305513,"0",,Žádná dramatizace pohádky nebyla v Praze uvedena.,"0"
102,63,134,REFUTES,"0","0","0",,1606387068,1606387068,"0",,Žádná dramatizace pohádky nebyla v Praze uvedena.,"0"
154,59,134,REFUTES,"0","0","0",,1606412230,1606412230,"0",,Žádná dramatizace pohádky nebyla v Praze uvedena.,"0"
459,38,134,REFUTES,"0","0","0",,1607001219,1607001219,"0",,Žádná dramatizace pohádky nebyla v Praze uvedena.,"0"
42,74,135,SUPPORTS,"0","0","0",,1606299064,1606299064,"0",,Švédka Astrid Lindgrenová byla spisovatelka.,"0"
70,7,135,SUPPORTS,"0","0","0",,1606311774,1606311774,"0",,Švédka Astrid Lindgrenová byla spisovatelka.,"0"
953,18,135,SUPPORTS,"0","0","0",,1607368531,1607368531,"0",,Švédka Astrid Lindgrenová byla spisovatelka.,"0"
38,74,136,SUPPORTS,"0","0","0","Astrid Lindgrenová žila celý život ve Švédsku, proto psala Švédsky.",1606298549,1620140126,1,,Astrid Lindgrenová psala své knihy švédsky.,"0"
288,50,136,NOT ENOUGH INFO,"0","0","0",,1606861665,1606861665,"0",,Astrid Lindgrenová psala své knihy švédsky.,"0"
521,56,136,NOT ENOUGH INFO,"0","0","0",,1607015812,1607015812,"0",,Astrid Lindgrenová psala své knihy švédsky.,"0"
565,65,136,NOT ENOUGH INFO,"0","0","0",,1607024549,1607024549,"0",,Astrid Lindgrenová psala své knihy švédsky.,"0"
597,21,136,SUPPORTS,"0","0","0",Astrid Lindgrenová byla švédská spisovatelka.,1607078162,1620140139,1,,Astrid Lindgrenová psala své knihy švédsky.,"0"
1026,54,136,NOT ENOUGH INFO,"0","0","0",,1607373860,1607373860,"0",,Astrid Lindgrenová psala své knihy švédsky.,"0"
65,74,138,SUPPORTS,"0","0","0",,1606306583,1606306583,"0",,Švédka Astrid Lindgrenová napsala Děti z Bullerbynu.,"0"
181,39,138,SUPPORTS,"0","0","0",,1606584636,1606584636,"0",,Švédka Astrid Lindgrenová napsala Děti z Bullerbynu.,"0"
1649,5,138,SUPPORTS,"0",1,"0",,1610029515,1610029515,"0",,Švédka Astrid Lindgrenová napsala Děti z Bullerbynu.,"0"
287,50,140,SUPPORTS,"0","0","0",,1606861625,1606861625,"0",,Jedno z dětí Astrid Lindgrenové byla dcera Karin.,"0"
384,22,140,SUPPORTS,"0","0","0",,1606935301,1606935301,"0",,Jedno z dětí Astrid Lindgrenové byla dcera Karin.,"0"
429,58,140,SUPPORTS,"0","0","0",,1606985607,1606985607,"0",,Jedno z dětí Astrid Lindgrenové byla dcera Karin.,"0"
43,74,141,SUPPORTS,"0","0","0",,1606305187,1606305187,"0",,Astrid Lindgrenová měla syna.,"0"
1208,52,141,SUPPORTS,"0","0","0",,1607414682,1607414682,"0",,Astrid Lindgrenová měla syna.,"0"
161,59,142,REFUTES,"0","0","0",,1606412916,1606412916,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
567,65,142,REFUTES,"0","0","0",,1607024687,1607024687,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
624,16,142,REFUTES,"0","0","0",,1607136166,1607136166,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
1025,54,142,REFUTES,"0","0","0",,1607373844,1607373844,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
1103,61,142,REFUTES,"0","0","0",,1607379881,1607379881,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
1165,57,142,REFUTES,"0","0","0",,1607386754,1607386754,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
1655,5,142,REFUTES,"0",1,"0",,1615111501,1615111501,"0",,Astrid Lindgrenová neměla žádné děti.,"0"
41,74,143,REFUTES,"0","0","0",,1606298775,1606298775,"0",,Astrid Lindgrenová byla bezdětná.,"0"
530,56,143,REFUTES,"0","0","0",,1607016122,1607016122,"0",,Astrid Lindgrenová byla bezdětná.,"0"
955,18,143,REFUTES,"0","0","0",,1607368606,1607368606,"0",,Astrid Lindgrenová byla bezdětná.,"0"
264,71,146,SUPPORTS,"0","0","0",,1606671704,1606671704,"0",,V hlavním městě České republiky se v roce 2008 uskutečnilo více než 10000 demonstrací.,"0"
281,50,146,SUPPORTS,"0","0","0",,1606861227,1606861227,"0",,V hlavním městě České republiky se v roce 2008 uskutečnilo více než 10000 demonstrací.,"0"
1570,43,146,SUPPORTS,"0","0","0",,1607453933,1607453933,"0",,V hlavním městě České republiky se v roce 2008 uskutečnilo více než 10000 demonstrací.,"0"
62,74,148,NOT ENOUGH INFO,"0","0","0",,1606306494,1613637691,1,,V České republice proběhlo více než 10000 protestních akcí v roce 2008.,"0"
608,21,148,SUPPORTS,"0","0","0",,1607079013,1607079013,"0",,V České republice proběhlo více než 10000 protestních akcí v roce 2008.,"0"
51,74,152,SUPPORTS,"0","0","0",,1606305548,1606305548,"0",,Stav zaměstnanců kroměřížské firmy Fremach Morava byl v roce 2015 více než čtyři sta.,"0"
111,44,152,SUPPORTS,"0","0","0",,1606388489,1606388489,"0",,Stav zaměstnanců kroměřížské firmy Fremach Morava byl v roce 2015 více než čtyři sta.,"0"
171,59,152,SUPPORTS,"0","0","0",,1606413310,1606413310,"0",,Stav zaměstnanců kroměřížské firmy Fremach Morava byl v roce 2015 více než čtyři sta.,"0"
387,22,152,SUPPORTS,"0","0","0",,1606935577,1606935577,"0",,Stav zaměstnanců kroměřížské firmy Fremach Morava byl v roce 2015 více než čtyři sta.,"0"
61,74,156,REFUTES,"0","0","0",,1606306441,1606306441,"0",,Firma Fremach Morava z Kroměříže byla v roce 2015 v likvidaci.,"0"
1504,48,156,SUPPORTS,"0","0","0",,1607448546,1613636741,1,,Firma Fremach Morava z Kroměříže byla v roce 2015 v likvidaci.,"0"
39,74,159,SUPPORTS,"0","0","0",,1606298731,1606298731,"0",,"Hlavními výrobky firmy Fremach Morava z Kroměříže jsou panely autorádií, navigační systémy v automobilech a autoklimatizace.","0"
69,7,159,SUPPORTS,"0","0","0",,1606311671,1606311671,"0",,"Hlavními výrobky firmy Fremach Morava z Kroměříže jsou panely autorádií, navigační systémy v automobilech a autoklimatizace.","0"
1564,43,159,SUPPORTS,"0","0","0",,1607453757,1607453757,"0",,"Hlavními výrobky firmy Fremach Morava z Kroměříže jsou panely autorádií, navigační systémy v automobilech a autoklimatizace.","0"
1648,5,159,SUPPORTS,"0",1,"0",,1610029466,1610029466,"0",,"Hlavními výrobky firmy Fremach Morava z Kroměříže jsou panely autorádií, navigační systémy v automobilech a autoklimatizace.","0"
22,7,164,SUPPORTS,"0","0","0",,1605880548,1605880548,"0",,V horkém počasí může nastat přehřátí organismu doprovázené křečemi nebo vyčerpáním.,"0"
694,14,164,SUPPORTS,"0","0","0",,1607201532,1607201532,"0",,V horkém počasí může nastat přehřátí organismu doprovázené křečemi nebo vyčerpáním.,"0"
983,47,164,SUPPORTS,"0","0","0",,1607372339,1607372339,"0",,V horkém počasí může nastat přehřátí organismu doprovázené křečemi nebo vyčerpáním.,"0"
204,46,166,REFUTES,"0","0","0",,1606643943,1606643943,"0",,Křeče nevznikají z přehřátí.,"0"
336,10,166,REFUTES,"0","0","0",,1606915235,1606915235,"0",,Křeče nevznikají z přehřátí.,"0"
946,37,166,REFUTES,"0","0","0",,1607367978,1607367978,"0",,Křeče nevznikají z přehřátí.,"0"
1176,31,166,REFUTES,"0","0","0",,1607387347,1607387347,"0",,Křeče nevznikají z přehřátí.,"0"
206,46,170,SUPPORTS,"0","0","0",,1606644099,1606644099,"0",,Denverský střelec byl u soudu.,"0"
4077,155,170,SUPPORTS,"0","0","0",,1616537149,1616537149,"0",,Denverský střelec byl u soudu.,"0"
26,74,186,SUPPORTS,"0",1,"0",,1606243013,1606243013,"0",,V září přišlo z Afriky do Evropy přes 1000 lidí.,"0"
1404,11,186,REFUTES,"0","0","0",,1607430456,1613657853,1,,V září přišlo z Afriky do Evropy přes 1000 lidí.,"0"
32,74,187,REFUTES,"0",1,"0",,1606296904,1606296904,"0",,V září zůstali lidé v Tunisku a počet imigrantů v Evropě zůstal stejný.,"0"
735,9,187,REFUTES,"0","0","0",,1607209126,1607209126,"0",,V září zůstali lidé v Tunisku a počet imigrantů v Evropě zůstal stejný.,"0"
1486,70,187,REFUTES,"0","0","0",,1607448007,1607448007,"0",,V září zůstali lidé v Tunisku a počet imigrantů v Evropě zůstal stejný.,"0"
104,44,195,SUPPORTS,"0","0","0",,1606387428,1606387428,"0",,Radnice v Postoloprtech zachraňuje místní kapli.,"0"
1109,61,195,SUPPORTS,"0","0","0",,1607380549,1607380549,"0",,Radnice v Postoloprtech zachraňuje místní kapli.,"0"
262,71,197,REFUTES,"0","0","0",,1606671503,1613644032,1,,Radnice Postoloprt otevírá městské kino.,"0"
945,37,197,NOT ENOUGH INFO,"0","0","0",,1607367936,1607367936,"0",,Radnice Postoloprt otevírá městské kino.,"0"
188,39,198,NOT ENOUGH INFO,"0","0","0",,1606585119,1606585119,"0",,Radnice Postoloprt zachraňuje tympanon kaple čtrnácti svatých pomocníků.,"0"
210,46,198,NOT ENOUGH INFO,"0","0","0",,1606644485,1606644485,"0",,Radnice Postoloprt zachraňuje tympanon kaple čtrnácti svatých pomocníků.,"0"
360,64,198,NOT ENOUGH INFO,"0","0","0",,1606932749,1606932749,"0",,Radnice Postoloprt zachraňuje tympanon kaple čtrnácti svatých pomocníků.,"0"
33,74,200,REFUTES,"0",1,"0",,1606296915,1606296915,"0",,Radnice Postoloprt nechává chátrat kapli čtrnácti svatých pomocníků.,"0"
174,59,200,REFUTES,"0","0","0",,1606413792,1606413792,"0",,Radnice Postoloprt nechává chátrat kapli čtrnácti svatých pomocníků.,"0"
191,39,201,NOT ENOUGH INFO,"0","0","0",,1606585411,1613115734,1,,"Postoloprtská starostka prohlásila, že kaple z poloviny 19. století bude opravena z peněz města.","0"
272,10,201,SUPPORTS,"0","0","0",,1606853064,1606853064,"0",,"Postoloprtská starostka prohlásila, že kaple z poloviny 19. století bude opravena z peněz města.","0"
31,74,202,NOT ENOUGH INFO,"0",1,"0",,1606296787,1613114287,1,,"Starosta Písku prohlásil, že kaple z roku 1841 bude opravena z peněz města.","0"
162,59,202,REFUTES,"0","0","0",,1606412959,1606412959,"0",,"Starosta Písku prohlásil, že kaple z roku 1841 bude opravena z peněz města.","0"
460,38,202,REFUTES,"0","0","0",,1607001235,1607001235,"0",,"Starosta Písku prohlásil, že kaple z roku 1841 bude opravena z peněz města.","0"
263,71,203,REFUTES,"0","0","0",,1606671532,1629631247,1,A2,"Postoloprtská starostka prohlásila, že divadlo bude opraveno z peněz města.","0"
477,49,203,SUPPORTS,"0","0","0",,1607009503,1613116180,1,,"Postoloprtská starostka prohlásila, že divadlo bude opraveno z peněz města.","0"
1631,23,203,REFUTES,"0","0","0",,1607712278,1629631247,1,,"Postoloprtská starostka prohlásila, že divadlo bude opraveno z peněz města.","0"
34,74,205,SUPPORTS,"0",1,"0",,1606296937,1606296937,"0",,"Postoloprtská starostka prohlásila, že kaple bude opravena z peněz města.","0"
266,53,205,SUPPORTS,"0","0","0",,1606770589,1606770589,"0",,"Postoloprtská starostka prohlásila, že kaple bude opravena z peněz města.","0"
407,55,205,REFUTES,"0","0","0",,1606948027,1613116649,1,,"Postoloprtská starostka prohlásila, že kaple bude opravena z peněz města.","0"
108,44,206,REFUTES,"0","0","0",,1606388363,1606388363,"0",,"Postoloprtská starostka prohlásila, že kapli z roku 1841 nechá město v dezolátním stavu.","0"
192,39,206,SUPPORTS,"0","0","0",,1606585430,1613114606,1,,"Postoloprtská starostka prohlásila, že kapli z roku 1841 nechá město v dezolátním stavu.","0"
193,39,206,REFUTES,"0","0","0",,1606585458,1606585458,"0",,"Postoloprtská starostka prohlásila, že kapli z roku 1841 nechá město v dezolátním stavu.","0"
845,62,206,REFUTES,"0","0","0",,1607347175,1607347175,"0",,"Postoloprtská starostka prohlásila, že kapli z roku 1841 nechá město v dezolátním stavu.","0"
881,27,206,REFUTES,"0","0","0",,1607354062,1607354062,"0",,"Postoloprtská starostka prohlásila, že kapli z roku 1841 nechá město v dezolátním stavu.","0"
736,9,207,REFUTES,"0","0","0",,1607209231,1613644032,1,,"Kaple 14 svatých pomocníků v Chomutově je v majetku církve, ale opraví ji město.","0"
1005,42,207,NOT ENOUGH INFO,"0","0","0",,1607373025,1607373025,"0",,"Kaple 14 svatých pomocníků v Chomutově je v majetku církve, ale opraví ji město.","0"
235,67,208,SUPPORTS,"0","0","0",,1606663339,1606663339,"0",,"Kaple 14 svatých pomocníků v Postoloprtech má soukromého majitele, ale opraví ji město.","0"
1083,30,208,SUPPORTS,"0","0","0",,1607376348,1607376348,"0",,"Kaple 14 svatých pomocníků v Postoloprtech má soukromého majitele, ale opraví ji město.","0"
30,74,209,SUPPORTS,"0",1,"0",,1606296675,1606296675,"0",,"Kaple 14 svatých pomocníků v Ústeckém kraji je v majetku církve, ale opraví ji město.","0"
